Frequency,Monetary,NumItems,NumProducts,Tenure,AvgOrderValue,RevenuePerMonth,PurchaseTrend,ReturnRate,IsUK,Country_Belgium,Country_France,Country_Germany,Country_Other,Country_Spain,Country_Switzerland,Country_United Kingdom
0.7734644477517327,-0.05827866296190354,-0.1839550235953845,0.7989566569013015,0.8782858282161615,-1.188390218129968,-1.132002007962342,-0.041324783200613814,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
0.7659571911057145,-0.14222435097374989,0.16825629003839662,0.9576572143943392,0.9232517942028439,-1.2834537559809391,-1.3553135345684943,0.009316486317973667,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
-1.0699694054178972,-1.1180454669475113,-1.0471366973578002,-1.0103183255243304,-1.2711669725792867,-0.027701618515924956,-0.18328808259772714,-0.014962667061174956,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
-1.0699694054178972,0.4459395829825736,-0.7899689355343915,-1.1868692320685128,1.0088752106137704,2.194725854936718,-0.7842375219017756,0.0010386702940253024,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
-1.0699694054178972,-1.0910235991170807,-1.0706202763518362,-1.0103183255243304,-1.2711669725792867,0.009731505624660946,-0.14674148267365522,-0.014962667061174956,0.0,-2.9809461394060586,12.242122578106763,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,-2.9809461394060586
-0.8196668508679061,-0.6864804122009329,-0.8064155171950271,-0.737442738807102,-1.2711669725792867,0.19086295086148589,0.40039604671592455,-0.014962667061174956,0.0,-2.9809461394060586,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,4.9702820547433415,-0.0851874054619982,-0.0722105842798644,-2.9809461394060586
2.1382946625177284,1.180660045310753,1.194061382114767,2.175186675378909,0.9901094920103676,-1.3743547935845537,0.25187840946232154,0.003657376554466687,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
2.114536388180743,2.711239856615692,3.7112778946403493,2.0827278756520173,1.0603472077884708,0.708733793312454,2.1375799868559344,0.011462256884516983,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
2.1299890221087177,2.252469904382634,1.9671601359814546,1.8216619176538338,0.9849508400651985,0.045556122332225696,1.7119928731666672,0.005506198892106895,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
0.9168574700751295,0.8470221791129565,0.44721430499720594,0.7130539281775292,0.871422502975403,-0.18874064255114445,0.10102963649250764,-0.009275394346300512,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
0.9595026350225343,0.851575313210732,1.109347677765745,1.0846960960715346,0.8998014552479603,-0.24196240163033222,0.036570165002553674,-0.013049379235118052,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
-0.15927055953599042,-0.4095535611744866,0.3016868781241226,-0.01748993693872555,0.7803224313173318,-0.39061896245563726,-1.3639808024026325,0.045619302559450334,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
0.2855425913033183,-0.657979902535283,-0.39055611014723307,0.32181750628622025,-1.2711669725792867,-1.3123531877721377,0.43894248365799493,-0.014962667061174956,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
-0.7675826979706566,-0.7018441831499173,-0.6169696795570958,-0.6806614813962103,-1.2711669725792867,0.09119211394960793,0.3796168173258197,-0.014962667061174956,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
0.5004273117870947,0.42395552561918587,0.5943461826199423,0.6902005879732704,0.6675201868965789,-0.18422632164700573,0.019332913875031214,0.1679510953985205,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
-1.5591357097148055,-1.651908122419914,-1.516872383050074,-1.5435991085642728,-1.2711669725792867,0.012699534973078578,-0.9053279136852186,-0.014962667061174956,0.0,-2.9809461394060586,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,11.738824472663353,-0.0722105842798644,-2.9809461394060586
-1.434732369882714,-1.3901950072774785,-2.2645597611847683,-1.4079767038816835,-1.2711669725792867,0.1716324340981673,-0.5513655386926981,-0.014962667061174956,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
-0.31595917532418943,-0.10870533824614448,0.6637264067059607,-0.22030560374084215,0.8573270312371366,0.24868885947360897,-1.1480000450933494,-0.013798299593498074,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
0.2855425913033183,0.327585673500187,0.212279462276735,0.4674377927563916,-1.2711669725792867,-0.013050251144057027,1.771902552604198,-0.014962667061174956,0.0,-2.9809461394060586,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,11.738824472663353,-0.0722105842798644,-2.9809461394060586
-0.18336262532425954,-0.8434275612796129,-0.8346754793408439,-0.07082772956429903,-1.2711669725792867,-0.9328673589407988,0.18812779410672606,-0.014962667061174956,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
-0.13587691375655236,-0.11051467377744409,0.015846561604726087,-0.07082772956429903,0.7846590821483078,-0.01515786314108207,-0.974490337707546,-0.0025206685817175025,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
0.4898778247049839,1.0096098215822937,0.7525646386759823,0.2673792705784257,1.0088752106137704,0.6454067697503343,-0.02659001758348276,-0.014648541834384025,0.0,-2.9809461394060586,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,4.9702820547433415,-0.0851874054619982,-0.0722105842798644,-2.9809461394060586
0.06693992922573164,-0.232194164793022,-0.20315198219234867,-0.07082772956429903,0.6817683501648195,-0.4683471946323896,-0.8957985023533316,-0.006705767818083064,0.0,0.335463961183561,-0.08168518111298391,-0.14556419431801026,-0.15164195665734442,-0.20119582530445312,-0.0851874054619982,-0.0722105842798644,0.335463961183561
